Number;Text;Flag
1042486;Startfighting : RUNNING!;Original
1042487;GotAttacked : RUNNING!;Original
1042488;WasHit : RUNNING!;Original
1042489;Tvoje reputace hodně klesla.;Modified
1042490;An Nox;Original
1042491;In Vas Mani;Original
1042492;In Mani;Original
1042493;An Ort;Original
1042494;I shall not drop my possessions!;Original
1042495;I have already been hired.;Original
1042496;You may only honor another player.;Original
1042497;Only faction mates can be honored this way.;Original
1042498;Only faction mates can be honored this way.;Original
1042499;You must have at least five kill points to honor them.;Original
1042500;You have been honored with four kill points.;Original
1042501;Karma je uzamčena.  A mantra spoken at a shrine will unlock it again.;Modified
1042502;Compassion is granted and you may walk the Virtuous path again.;Original
1042503;Your repentance seems honest and you may walk the Virtuous path again.;Original
1042504;Honor your obligation as you walk the Virtuous path.;Original
1042505;Your humble request is granted and you may walk the Virtuous path.;Original
1042506;Justice is done.  You may walk the Virtuous path again.;Original
1042507;Your sacrifice is noted.  You may walk the Virtuous path again.;Original
1042508;Your spirit has been cleansed and you may walk the Virtuous path again.;Original
1042509;With valor in your heart you may again walk the Virtuous path.;Original
1042510;You control your destiny once again.;Original
1042511;Karma je uzamčena.  A mantra spoken at a shrine will unlock it again.;Modified
1042512;You cannot polymorph while wearing body paint;Original
1042513;: Ano;Modified
1042514;Container: Yes;Original
1042515;Container: No;Original
1042516;;Original
1042517;Alignment: Neutral;Original
1042518;Alignment: Good;Original
1042519;Alignment: Evil;Original
1042520;Alignment: Error...illegal value;Original
1042521;Kriminálník: Ano;Modified
1042522;Equipment slots;Original
1042523;Saw death, but missing attacker or victim.;Original
1042524;You have selected to not rate your support representative.;Original
1042525;Your selection has been recorded.;Original
1042526;Another Companion has been requested.;Original
1042527;You may not cast Recall while riding a seahorse.;Original
1042528;You can't see that!;Original
1042529;You can't quite tell where that is...;Original
1042530;You must have a trap removal kit at the base level of your pack to disarm a faction trap.;Original
1042531;You have used all of the parts in your trap removal kit.;Original
1042532;You free yourself from the web!;Original
1042533;Your mount senses your trouble and opens a gate for your escape.;Original
1042534;Your mount calls down the forces of nature on your opponent.;Original
1042535;You are unable to dismount to that location.;Original
1042536;Your skin is scorched as the tribal paint burns away!;Original
1042537;You now bear the markings of the savage tribe.  Your body paint will last about a week or you can remove it with an oil cloth.;Original
1042538;Tvoje reputace hodně klesla.;Modified
1042539;Your body paint has worn off!;Original
1042540;I'm unhiding!;Original
1042541;Starting to fight!;Original
1042542;Going To Try Unhiding!;Original
1042543;You cannot use that on this facet.;Original
1042544;Tato věc už nemá žádné nabití.;Modified
1042545;A seahorse cannot be summoned while you are in battle.;Original
1042546;Swimming away.;Original
1042547;You may not secure this.;Original
1042548;Nonmovement set.;Original
1042549;A boat may not be placed in this area.;Original
1042550;A boat may not be placed in this area.;Original
1042551;I don't see that navpoint, sir.;Original
1042552;Ar!  Tap me on the shoulder (double-click) to rename your ship.;Original
1042553;You must have the object in your backpack to use it.;Original
1042554;You must have the object in your backpack to use it.;Original
1042555;You become entangled in the spider web.;Original
1042556;Thou dost not have enough gold, not even in thy bank account.;Original
1042557;Platí se 90gp za zvíře na týden. Nechám si to proplácet z vašeho bankovního účtu. Které zvíře chceš ustájit ?;Modified
1042558;Platí se 30gp za zvíře na týden. Nechám si to proplácet z vašeho bankovního účtu. Které zvíře chceš ustájit ?;Modified
1042559;Tady máš... a pěkný den přeji!;Modified
1042560;Here you go... and have a nice night!;Original
1042561;Seskoč nejdřív dolů.;Modified
1042562;Nevlastníš toto zvíře!;Modified
1042563;Nejdříve si vyber veškeré věci.;Modified
1042564;Je mi líto. Tvé zvíře vypadá zaneprázdněně.;Modified
1042565;Není tu další místo!;Modified
1042566;My stable has been very busy.  Please claim your animals so we can sort them out.;Original
1042567;Enter new overall density.;Original
1042568;Overall density entry aborted.;Original
1042569;Density range entry aborted.;Original
1042570;You must enter the range as 2 numbers separated by spaces.;Original
1042571;Chunk size dimension entry aborted.;Original
1042572;You must enter the dimensions as 2 numbers separated by spaces.;Original
1042573;Enter a list of terrain numbers, separated by spaces:;Original
1042574;Terrain filter type selection canceled.;Original
1042575;List cleared.;Original
1042576;Enter weighted list, separated by spaces.;Original
1042577;Weighted list entry aborted.;Original
1042578;Uneven number of arguments: removing last item.;Original
1042579;Object type entry aborted.;Original
1042580;Enter a list of terrain numbers, separated by spaces:;Original
1042581;Mountain Shading Cancelled.;Original
1042582;Slope canceled.;Original
1042583;Enter a randomization factor for elevation.;Original
1042584;Slope canceled.;Original
1042585;Enter a list of terrain numbers, separated by spaces:;Original
1042586;Terrain fill entry canceled.;Original
1042587;Defaulting to Britain.;Original
1042588;You cannot teleport while carrying the sigil.;Original
1042589;You are in the tutorial and cannot become unstuck.;Original
1042590;You cannot tame this creature.;Original
1042591;You cannot tame this creature.;Original
1042592;You cannot tame this creature while polymorphed.;Original
1042593;That is not in your backpack.;Original
1042594;You do not understand how to use this.;Original
1042595;Target the corpse to make a trophy out of.;Original
1042596;That corpse seems to have been visited by a taxidermist already.;Original
1042597;That is locked down.;Original
1042598;You do not have enough boards.;Original
1042599;That does not look like something you want hanging on a wall.;Original
1042600;Tohle není mrtvola !;Modified
1042601;You could not make a trophy deed.;Original
1042602;You use your kit up making the trophy.;Original
1042603;You would not understand how to use the kit.;Original
1042604;You may not teleport while riding a seahorse.;Original
1042605;Enter working area (x, y) (x, y);Original
1042606;Operation Cancelled;Original
1042607;Format for operations area incorrect.;Original
1042608;Scan complete;Original
1042609;You will find a bank check worth 1,000,000 gold in your bank!;Original
1042610;Something went wrong.  Failed to place check in bank.;Original
1042611;Povolání změněno.;Modified
1042612;bark;Original
1042613;You don't have enough bola balls to make that.;Original
1042614;You don't have enough leather to make that.;Original
1042615;You make the bola and place it in your pack.;Original
1042616;You fail to make the bola and ruin the leather in the process.;Original
1042617;You do not have a barrel tap.;Original
1042618;You do not have a barrel lid.;Original
1042619;You do not have 10 bottles.;Original
1042620;You do not have a barrel.;Original
1042621;You cannot use the make last option for that item.;Original
1042622;I assume you're talking to me.;Original
1042623;With a sack of flour a cook could make this into the body paint used by the savages.;Original
1042624;That location is not in your house.;Original
1042625;This deed seems to be broken.;Original
1042626;The trophy must be placed next to a wall.;Original
1042627;That location is not in your house.;Original
1042628;You must release the item before re-deeding it.;Original
1042629;You fail to re-deed the trophy.;Original
1042630;tut_attach_init is attached!;Original
1042631;You may only take the tutorial while in Trammel.;Original
1042632;You'll need a better jailbreak plan then that!;Original
1042633;got TUTORIAL_INIT message;Original
1042634;I am going to Haven!  Yay!;Original
1042635;Tvuj rybářský prut se ohýbá jak táhneš velkou rybu z hlubin !;Modified
1042636;this script must be used in a multi;Original
1042637;This is being considered for purchase, and may not be repriced.;Original
1042638;I believe you may have under priced this item, let me help you with that.;Original
1042639;Your gold has been transferred.;Original
1042640;Syntax: 'load <shardname>' - all lower case and no spaces in shardname;Original
1042641;Format: 'load <shardname>' - all lower case and no spaces in shardname;Original
1042642;You cannot make a gate here.;Original
1042643;You can't create a facet gate to the same facet.;Original
1042644;You cannot be unavailable while you are in Haven.;Original
1042645;You cannot make a gate here.;Original
1042646;You can't create a facet gate to the same facet.;Original
1042647;You can only change names once.;Original
1042648;Error: Invalid Special Effect Number;Original
1042649;You currently don't have a new player assigned that you can follow.;Original
1042650;A previously claimed reward item was not successfully created.  Your account has not been credited with that reward.;Original
1042651;Your reward request is being processed.  It may take several minutes for the reward item to be created.;Original
1042652;The creation of your reward item failed.  Your account has not been credited with this reward item.  You may attempt to re-request the reward on next login.;Original
